,speaker,text,segment,number_of_letters,number_of_words,speaker_type,speech_order,tape,network,show,show_date
124,INGRAHAM," I think he's going to have an uphill battle on some of these fights, Sean, but I think he has the people with him on key issues, on the trade agreement. On the issue of bringing jobs back to the United States, even on some of the questions of punishing other countries who are blatantly cheating on trade agreement, he has a people on a side on that.  So he should stand firm and do it with a smile and sell this economic populism coast to coast as he did in the campaign. If he stays in that campaign mode while he is governing, you have to keep selling it. You can't lose the confidence of the people on these issues. If he does that, I think there is going to be enormous pressure on the phone banks and the emails to get these Republican leaders especially in line.",3,770.0,150.0,guest,94.0,0,Fox News,Hannity,2017-01-18
125,HANNITY," All right, Laura, are you going to the ball?",3,45.0,10.0,host,95.0,0,Fox News,Hannity,2017-01-18
126,INGRAHAM," Sean, I heard you weren't going.",3,33.0,7.0,guest,96.0,0,Fox News,Hannity,2017-01-18
127,HANNITY, I'm on 10:00 to 12:00. They are making we wear a dopey tux to this stupid thing.,3,81.0,18.0,host,97.0,0,Fox News,Hannity,2017-01-18
128,INGRAHAM, Are you going to wear that powderered blue one I saw you in?,3,61.0,14.0,guest,98.0,0,Fox News,Hannity,2017-01-18
129,,(LAUGHTER),3,,,,,0,Fox News,Hannity,2017-01-18
130,INGRAHAM, You had a mullet.,3,18.0,5.0,guest,99.0,0,Fox News,Hannity,2017-01-18
131,,(CROSSTALK),3,,,,,0,Fox News,Hannity,2017-01-18
132,INGRAHAM, You need that mullet behind you.,3,33.0,7.0,guest,100.0,0,Fox News,Hannity,2017-01-18
133,HANNITY, I am not wearing a dopey bow tie either. I would rather wear jeans and boots.,3,78.0,17.0,host,101.0,0,Fox News,Hannity,2017-01-18
134,INGRAHAM, You should wear boots and jeans and just a black tie. It would look cool.,3,74.0,16.0,guest,102.0,0,Fox News,Hannity,2017-01-18
135,HANNITY, Exactly.,3,9.0,2.0,host,103.0,0,Fox News,Hannity,2017-01-18
136,INGRAHAM," All right, see you, Sean.",3,26.0,6.0,guest,104.0,0,Fox News,Hannity,2017-01-18
137,HANNITY," Up next tonight right here on ""Hannity.""",3,41.0,8.0,host,105.0,0,Fox News,Hannity,2017-01-18
138,,(BEGIN VIDEO CLIP),3,,,,,0,Fox News,Hannity,2017-01-18
139,PRESIDENT-ELECT DONALD TRUMP," The first line is thanking everybody, all of the presidents including, by the way, President Obama.",3,100.0,17.0,guest,106.0,1,Fox News,Hannity,2017-01-18
140,,(END VIDEO CLIP),3,,,,,1,Fox News,Hannity,2017-01-18
141,HANNITY," The President-elect telling our own Ainsley Earhardt the first thing what he is going to say in his inaugural address. We will get reaction from Bret Baier, host of ""Special Report."" And later, drama building over the Super Bowl and at the halftime show, a report saying Lady Gaga was asked not to get political. Now the NFL allegedly says that is not true. We have reaction to all of that and celebrity snowflakes and the freak outs from Omarosa, straight ahead.",3,464.0,83.0,host,107.0,0,Fox News,Hannity,2017-01-18
142,,(COMMERCIAL BREAK),3,,,,,0,Fox News,Hannity,2017-01-18
143,,"(BEGIN VIDEO CLIP, ""FOX & FRIENDS"")",4,,,,,0,Fox News,Hannity,2017-01-18
144,"AINSLEY EARHARDT, CO-HOST"," I want to ask you about your speech, the inauguration speech. Have you prepared your speech? What is the first line?",4,117.0,22.0,guest,108.0,1,Fox News,Hannity,2017-01-18
145,TRUMP," Well, I have prepared it. The first line is thank you, everybody, all of the presidents, including, by the way, President Obama and Michelle, who have been absolutely nice.",4,173.0,30.0,guest,109.0,1,Fox News,Hannity,2017-01-18
146,EARHARDT, What is the first thing you're going to do when you walk into the White House?,4,79.0,17.0,guest,110.0,1,Fox News,Hannity,2017-01-18
147,TRUMP," Well, I want to go to work. Monday is really the day that we start signing and working and making great deals for the country.",4,127.0,26.0,guest,111.0,1,Fox News,Hannity,2017-01-18
148,,(END VIDEO CLIP),4,,,,,1,Fox News,Hannity,2017-01-18
149,HANNITY," That was president-elect Donald Trump during his exclusive sit down interview with Ainsley Earhardt from ""Fox & Friends."" Earlier today Mr. Trump tweeted a photo of himself writing his inaugural address. It read, quote ""Writing my inauguration address at the Winter White House Mar-a-Lago three weeks ago. Looking forward to Friday."" Joining us now with reaction, the author of a really terrific brand-new book, ""Three Days in January, Dwight Eisenhower's Final Mission,"" the anchor, friend, support of the Fox News Channel's news division Bret Baier.  How are you, sir?",4,571.0,90.0,host,112.0,0,Fox News,Hannity,2017-01-18
150,"BRET BAIER, HOST, ""SPECIAL REPORT"""," Hey, Sean.",4,11.0,3.0,guest,113.0,0,Fox News,Hannity,2017-01-18
151,HANNITY, This is a pretty historic event. I'm sure you're going to be doing a lot of the coverage that's going on while this happens. It's happened 45 times in our history. It's an incredible thing to watch for those that maybe have not seen this in the past. Why don't you walk people through what they can expect on Friday?,4,317.0,61.0,host,114.0,0,Fox News,Hannity,2017-01-18
152,BAIER," Martha MacCallum and I will be anchoring the coverage starting at 11:00 a.m. eastern time. And the swearing in for the 45th president, Donald J. Trump, happens just after noon, eastern. The swearing in will happen and then there will be his speech. The vice president will also be sworn in up there on the U.S. capital. We are in our coverage will try to not talk a lot. We are trying to give as much natural sound of this moment as possible. And we will insert --",4,465.0,89.0,guest,115.0,0,Fox News,Hannity,2017-01-18
153,HANNITY, I'm glad I wasn't tasked with that because that's impossible.  But go ahead.,4,77.0,14.0,host,116.0,0,Fox News,Hannity,2017-01-18
154,BAIER, I know. I know.,4,16.0,5.0,guest,117.0,0,Fox News,Hannity,2017-01-18
155,,(LAUGHTER),4,,,,,0,Fox News,Hannity,2017-01-18
156,BAIER," But we're going to for the moment, because you're right, this is about history. This is about what we have just watched over the last two years, it's quite something, Sean. You nailed it. You had it down and knew it was going to happen. But for most of the country, they didn't.  And when it started with the escalator ride in June of 2016, through all of the debates, through the general election, even to election night when exit polls said that Hillary Clinton was going to win, this has been quite something. And now, when Donald J. Trump puts his hand on the Lincoln Bible and his family bible and a sworn in as the 45th president of the United States, that will be very historic, and something that I think the world will want to see.",4,741.0,140.0,guest,118.0,0,Fox News,Hannity,2017-01-18
157,HANNITY," Now I know why I wasn't picked for the assignment because they probably assumed I wouldn't be able to shut up. But in all seriousness, it is a pretty incredible moment whenever this happens, whether it somebody that I prefer there or not, it's irrelevant.  There is a lot to be said, though. You are in the news business. You and I have very different roles on television. I am the editorial page, you give straight news. I've known you for all these years. I really don't know -- I would have no idea who you voted for in this campaign and you wouldn't tell me if I asked you. And I wouldn't ask you. But we have all these stories about fake news out there. You saw the breathlessness of the reporting of CNN and ""Buzzfeed"" that took place. We know about the collusion in the media of this campaign vis-a-vis WikiLeaks.  The opinion of journalism has never been at such a low as it is now. What you think is going on here? Have the American people been duped by people that say they are fair and balanced, in other words, outside of the FOX arena?",4,1049.0,199.0,host,119.0,0,Fox News,Hannity,2017-01-18
158,BAIER," Yes, I think there are clearly biases that have shown themselves throughout this campaign. It's one of the reasons of FOX News channel was set up to begin with. In this small niche of half the country that felt like they weren't getting news in a fair and balanced way. It's not just a slogan.",4,294.0,56.0,guest,120.0,0,Fox News,Hannity,2017-01-18
159,HANNITY," By the way, I'm three quarters through. The book is amazing. It talks about this transition from Eisenhower to JFK, very, very informative stuff I didn't know before. I urge everyone to get it.",4,194.0,35.0,host,121.0,0,Fox News,Hannity,2017-01-18
160,BAIER," Let me just say one quick thing on Eisenhower's inauguration speech. The day before, January 19th, this is in 1953, he goes to church with Mamie, and he is trying to figure out how he can calm everybody down, because, believe it or not, they thought a general as president, there was a lot of fear, like what is this guy going to do? And he is in church in the pew, and he starts scribbling, and he scribbles out a prayer. And he decides that is how he is starting his inauguration speech. So he gets to the podium after being sworn in and he tells everybody to bow their head and starts with a prayer. That was very Eisenhower. And people I think should look back at his presidency to see a roadmap of what we could see in the future.",4,736.0,144.0,guest,122.0,0,Fox News,Hannity,2017-01-18
161,HANNITY," That and the transition to JFK, pretty fascinating stuff. All right, Bret Baier, thanks for being with us. And coming up, more celebrity snowflakes are freaking out over president- elect Trump. It doesn't go away. Now there is some drama brewing about whether or not Lady Gaga is going to talk about Trump during the Super Bowl halftime show. Good grief. When does this end? Up next, we get reaction from Omarosa, the one and only.",4,432.0,77.0,host,123.0,0,Fox News,Hannity,2017-01-18
162,,(COMMERCIAL BREAK),4,,,,,0,Fox News,Hannity,2017-01-18
163,HANNITY," Welcome back to ""Hannity."" So the celebrity snowflake super storm rages on. Now there is drama about the Super Bowl and the halftime show.  Entertainment tonight earlier this week reported that a source told them that the National Football League has told Lady Gaga she is not allowed to talk politics during the big game's halftime performance. An NFL spokesperson quickly denied those rumors, releasing a statement to TMZ that reads in part, ""This is un-sourced nonsense from people trying to stir up controversy where there is none. The Super Bowl is a time when people really come together."" Meanwhile, actor Robert De Niro was asked during an interview about people boycotting Trump's inauguration. Here was his response.",5,727.0,119.0,host,124.0,0,Fox News,Hannity,2017-01-18
164,,(BEGIN VIDEO CLIP),5,,,,,0,Fox News,Hannity,2017-01-18
165,"ROBERT DE NIRO, ACTOR"," Whatever people do, they should do it fully because there is a lot of crazy has stuff happening now. It's just crazy. And maybe it's an act and we will see once he is in, but everybody has to be on guard.",5,205.0,43.0,guest,125.0,1,Fox News,Hannity,2017-01-18
