,speaker,text,segment,number_of_letters,number_of_words,speaker_type,speech_order,tape,network,show,show_date
95,"BILL KRISTOL, THE WEEKLY STANDARD"," I think they've at least done what they had to have done to lay the predicate for having a clear strategy. They haven’t worked it all out, but if he had not acted now, we would be in even worse shape than after President Obama didn't enforce his red line. It was such a visible violation of its national norms and what Syria had committed to when it allegedly got rid of all these chemical weapons.  So let them work out the strategy. I have a lot of confidence in H.R. McMaster. I do think when historians -- if the Trump administration ends up non-disastrously, the replacement --",4,583.0,110.0,guest,79.0,0,Fox News,Fox News Sunday,2017-04-09
96,WALLACE, Non-disastrously? ,4,19.0,3.0,host,80.0,0,Fox News,Fox News Sunday,2017-04-09
97,KRISTOL," That's my -- that’s my standard for Trump, yes. ",4,49.0,11.0,guest,81.0,0,Fox News,Fox News Sunday,2017-04-09
98,"LISA BOOTHE, WASHINGTON EXAMINER CONTRIBUTOR", It’s very -- it’s very believable (ph).,4,40.0,8.0,guest,82.0,0,Fox News,Fox News Sunday,2017-04-09
99,KRISTOL," If -- if -- if it does, and I'm hopeful it does, don’t get me wrong, I’m hopeful it does, the replacement of -- of Mike Flynn by H.R. McMaster as national security advisor could really be an important moment because looking at from the outside, what struck me, and I think you -- you noted this too, Chris, during the week, it seemed like this was -- there was a crisis and they handled it competently. You could agree or disagree. Do they have a long term strategy? How knows. ",4,479.0,93.0,guest,83.0,0,Fox News,Fox News Sunday,2017-04-09
100,WALLACE, No. Clearly.,4,13.0,3.0,host,84.0,0,Fox News,Fox News Sunday,2017-04-09
101,KRISTOL," But in terms of just the execution of this (INAUDIBLE) 72 hours, meetings, diplomacy and military stuff coordinated, keeping it secret, you know, that was impressive. So that reassures you, if you think the Trump White House (INAUDIBLE) but a little bit of a chaotic place, you like, gee, H.R. McMaster has the national security side of it under control. ",4,356.0,62.0,guest,85.0,0,Fox News,Fox News Sunday,2017-04-09
102,WALLACE," We asked you for questions for the panel. And on this issue of what the missile strike means for President Trump’s larger foreign policy, Michael Lodge sent this on Facebook. ""Since the justified attack by the U.S. on Syria, was this truly a clear enough signal to world leaders that America is back in charge?"" Juan, how do you answer Michael? ",4,346.0,63.0,host,86.0,0,Fox News,Fox News Sunday,2017-04-09
103,"JUAN WILLIAMS, FOX NEWS POLITICAL ANALYST"," Well, I think that if you're sitting there having lunch and dinner, as President Xi of China was, it’s got to send some kind of message, especially with regard to North Korea.  Now, if you look on the world, there are a lot of hot spots, though, and there a lot of reasons for the U.S. to exercise some moral authority. President Trump as a candidate said if it's not about U.S. economic interest, if it's not about U.S. national security interest, it's no business of the Untied States. And as you know, he encouraged President Obama, don’t get involved with Syria. So there is no doctrine, Chris. And when I was listening to your interview with McMaster, I looked forward to it because I wanted to understand, what is the rationale, how do they sell this to the American people, how do they sell it to the person asking the question this morning? And there is none. He doesn’t say, you know what, conventional weapons are continuing to kill people in Syria and we find this abhorrent and we will stop it. No, he did not say that to you. he doesn’t -- he's not clear what the next step is. ",4,1092.0,205.0,guest,87.0,0,Fox News,Fox News Sunday,2017-04-09
104,WALLACE, Let's turn to the other big story this week -- normally this would be dominating and the news -- and that was Republican in the Senate invoking the nuclear option in order to confirm Neil Gorsuch to the Supreme Court. Here are the Senate's two leaders. ,4,254.0,48.0,host,88.0,0,Fox News,Fox News Sunday,2017-04-09
105,,(BEGIN VIDEO CLIP),4,,,,,0,Fox News,Fox News Sunday,2017-04-09
106,SCHUMER," I believe it will make this body a more partisan place, it will make the cooling saucer of the Senate considerably hotter. ",4,124.0,24.0,guest,89.0,1,Fox News,Fox News Sunday,2017-04-09
107,"SEN. MITCH MCCONNELL, R-KY, MAJORITY LEADER", I hope my Democratic friends will take this moment to reflect and perhaps consider a turning point in their outlook going forward. ,4,132.0,24.0,guest,90.0,1,Fox News,Fox News Sunday,2017-04-09
108,,(END VIDEO CLIP),4,,,,,1,Fox News,Fox News Sunday,2017-04-09
109,WALLACE," Lisa, that's what I want to talk about with you is, where the Senate goes from here, particularly on Supreme Court nominations. This is something I brought up with the two senators in the last segment. It seems to me, and this isn't just Trump and Republicans, it will be true of the next Democratic president when he is a Democratic majority. Doesn't this increase the likelihood that when a president’s in that situation, he’s going to appoint somebody that is more to the extreme, more to -- in line with his base, because he doesn't have to -- he or she doesn't have to reach out to the other side because they know there’s not going to be a filibuster? ",4,659.0,123.0,host,91.0,0,Fox News,Fox News Sunday,2017-04-09
110,BOOTHE," Yes, potentially. But, I mean, you also have to look at the fact that really prior -- going back to 2003, prior to Miguel Estrada, no judicial nominee with a clear majority had essentially been blocked by a filibuster. Then you also go to 2006 with President Obama leading the filibuster attempt against Justice Alito. And then it was the Democratic Party in 2013 that changed the rules for the lower court. I mean --",4,418.0,76.0,guest,92.0,0,Fox News,Fox News Sunday,2017-04-09
111,WALLACE," I now. I mean this goes back and forth. There’s nobody with clean hands here. Cardin’s right. But my point is, going forward, there was at least this self-limiting factor. Well, maybe we’ve got to reach out to the other side. Is that gone now? ",4,245.0,47.0,host,93.0,0,Fox News,Fox News Sunday,2017-04-09
112,BOOTHE," I mean, yes, potentially, but I don't necessarily think -- I don’t think the onus is on the Republican Party. I think we’re just seeing politics as a whole getting increasingly more partisan. But the point being is going back to 2003, you really didn’t see the filibuster being used in a partisan manner. So I -- you know, I don't know if this is fundamentally changing the rules when you just go back to 2003, where we really saw at least a party using it for, you know, sort of a bipartisan weapon.",4,501.0,95.0,guest,94.0,0,Fox News,Fox News Sunday,2017-04-09
113,WALLACE, But that’s what -- but it’s gone on. I mean you’ve -- you’ve had --,4,68.0,16.0,host,95.0,0,Fox News,Fox News Sunday,2017-04-09
114,BOOTHE," Yes. But, no, but to answer --",4,31.0,8.0,guest,96.0,0,Fox News,Fox News Sunday,2017-04-09
115,WALLACE," I mean you had Merrick Garland. You -- you -- there's -- there is no -- there may be an original sin here, but there's not one party that --",4,141.0,31.0,host,97.0,0,Fox News,Fox News Sunday,2017-04-09
116,BOOTHE," But -- but to answer your question, I mean, sure, but I also think that that's happening regardless of what just recently happened in the Senate. I think that is the direction that party politics is heading. ",4,209.0,39.0,guest,98.0,0,Fox News,Fox News Sunday,2017-04-09
117,WALLACE," Well, if I'm right, did -- and I know that's a -- a -- ",4,56.0,16.0,host,99.0,0,Fox News,Fox News Sunday,2017-04-09
118,"MO ELLEITHEE, GEORGETOWN INST. OF POLITICS & PUBLIC SERVICE", Right.,4,7.0,2.0,guest,100.0,0,Fox News,Fox News Sunday,2017-04-09
119,WALLACE, I -- a very distant possibility --,4,35.0,8.0,host,101.0,0,Fox News,Fox News Sunday,2017-04-09
120,WILLIAMS, Go ahead (INAUDIBLE). Go ahead --,4,34.0,7.0,guest,102.0,0,Fox News,Fox News Sunday,2017-04-09
121,BOOTHE, (INAUDIBLE). ,4,,,,103.0,0,Fox News,Fox News Sunday,2017-04-09
122,WALLACE," If -- if -- if what I’ve said is not -- if what I said is not disastrous, to use Bill Kristol’s new standard, did Democrats make a strategic mistake filibustering this one because it opens the door for President Trump with his next appointment, if he gets another appointment.",4,277.0,51.0,host,104.0,0,Fox News,Fox News Sunday,2017-04-09
